FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,UTILIIZA_PRICE,UTILIIZA_CHRGE_PD,OFFM_TY,ACMD_NMPR_CO,MON_OPER_TIME,TUES_OPER_TIME,WED_OPER_TIME,THUR_OPER_TIME,FRI_OPER_TIME,SAT_OPER_TIME,SUN_OPER_TIME,AC_HOLD_AT,CAFE_HOLD_AT,PRINTER_HOLD_AT,PARCEL_SNDNG_POSBL_AT,DOORLOCK_AT,ELECT_OUTLET_AT,FAX_AT,N24H_OPER_AT,N365D_OPER_AT,HEATER_HOLD_AT,PARKNG_POSBL_AT,CMNUSE_LOUNGE_AT,CMNUSE_KITCHEN_AT,WPU_HOLD_AT,ROOFTOP_HOLD_AT,REFRESHMENTS_PROVD_AT,INDVDL_LOCKER_AT,TV_HOLD_AT,WBOARD_HOLD_AT,WIFI_HOLD_AT,BATH_FCLTY_HOLD_AT,WRHS_HOLD_AT,LAST_UPDT_DE
노블소호비즈 2인실 - 창문 유,경기도,고양시 일산동구,장항동,,756-2 번지,호수로,646-24 번,37.65970915,126.7678228,10401,경기도 고양시 일산동구 호수로 646-24,경기도 고양시 일산동구 장항동 756-2,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
노블소호비즈 3인실 - 가성비 갑,경기도,고양시 일산동구,장항동,,756 번지,중앙로1275번길,60-31 번,37.6601087,126.7684891,10401,경기도 고양시 일산동구 중앙로1275번길 60-31,경기도 고양시 일산동구 장항동 756,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
노블소호비즈 3인실 - 가성비 갑,경기도,고양시 일산동구,장항동,,756 번지,중앙로1275번길,60-31 번,37.6601087,126.7684891,10401,경기도 고양시 일산동구 중앙로1275번길 60-31,경기도 고양시 일산동구 장항동 756,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
노블소호비즈 5인실 - 창有,경기도,고양시 일산동구,장항동,,756-2 번지,호수로,646-24 번,37.65971022,126.7678138,10401,경기도 고양시 일산동구 호수로 646-24,경기도 고양시 일산동구 장항동 756-2,,월,독립오피스,5,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
노블스타 김포시청점 - 1인실,경기도,김포시,사우동,,938 번지,돌문로,50-20 번,37.62011728,126.7182245,10108,경기도 김포시 돌문로 50-20,경기도 김포시 사우동 938,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,20221116
노블스타 김포시청점 1인(창有),경기도,김포시,사우동,,938 번지,돌문로,50-20 번,37.62011728,126.7182245,10108,경기도 김포시 돌문로 50-20,경기도 김포시 사우동 938,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,20221116
노블스타 김포시청점 2인사무실창有,경기도,김포시,사우동,,938 번지,돌문로,50-20 번,37.62011728,126.7182245,10108,경기도 김포시 돌문로 50-20,경기도 김포시 사우동 938,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,20221116
다빈,인천광역시,연수구,송도동,,33-1 번지,인천타워대로,251 번,37.39313379,126.6328666,22008,인천광역시 연수구 인천광역시타워대로 251,인천광역시 연수구 송도동 33-1,,일,독립오피스,5,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,휴무일,휴무일,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,20221116
당산역10번옆 디오빌오피스,서울특별시,영등포구,당산2동,,11-33 번지,당산로,222 번,37.53324478,126.9022911,07214,서울특별시 영등포구 당산로 222,서울특별시 영등포구 당산동5가 11-33,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
당신에게열림 김포 사우 1인사무실,경기도,김포시,사우동,,918 번지,김포대로,831 번,37.61899814,126.7210587,10110,경기도 김포시 김포대로 831,경기도 김포시 사우동 918,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,20221116
당신에게열림 김포 사우 2인사무실,경기도,김포시,사우동,,918 번지,김포대로,831 번,37.61899814,126.7210587,10110,경기도 김포시 김포대로 831,경기도 김포시 사우동 918,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,20221116
당신에게열림 김포 사우 3인사무실,경기도,김포시,사우동,,918 번지,김포대로,831 번,37.61899814,126.7210587,10110,경기도 김포시 김포대로 831,경기도 김포시 사우동 918,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,20221116
당신에게열림 김포 사우 4인사무실,경기도,김포시,사우동,,918 번지,김포대로,831 번,37.61899814,126.7210587,10110,경기도 김포시 김포대로 831,경기도 김포시 사우동 918,,월,독립오피스,4,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,20221116
대구 소호(1인) 사무실,대구광역시,수성구,신매동,,599-11 번지,고산로4안길,9-12 번,35.83180987,128.7041587,42287,대구광역시 수성구 고산로4안길 9-12,대구광역시 수성구 신매동 599-11,,월,독립오피스,1,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,휴무일,Y,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,20221116
대구 스마트워크센터 2인실,대구광역시,북구,산격동,,505-7 번지,동북로,117 번,35.90216834,128.6065326,41519,대구광역시 북구 동북로 117,대구광역시 북구 산격동 505-7,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,20221116
대구 스마트워크센터 3인실,대구광역시,북구,산격동,,505-7 번지,동북로,117 번,35.90216834,128.6065326,41519,대구광역시 북구 동북로 117,대구광역시 북구 산격동 505-7,,월,독립오피스,4,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,20221116
대전 필로스페이스 독립 사무실,대전광역시,유성구,장대동,,331-8 번지,유성대로,773 번,36.36134283,127.3356586,34165,대전광역시 유성구 유성대로 773,대전광역시 유성구 장대동 331-8,,월,독립오피스,8,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,휴무일,휴무일,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,20221116
더제이오피스 - 1인실,서울특별시,종로구,숭인동,,318-1 번지,지봉로4길,21 번,37.57129502,127.0170011,03114,서울특별시 종로구 지봉로4길 21,서울특별시 종로구 숭인동 318-1,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
더제이오피스2인실,서울특별시,종로구,숭인동,,318-1 번지,지봉로4길,21 번,37.57129502,127.0170011,03114,서울특별시 종로구 지봉로4길 21,서울특별시 종로구 숭인동 318-1,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
더클락 창업센터 1인실,서울특별시,금천구,가산동,,543-1 번지,서부샛길,606 번,37.4799535,126.8770082,08504,서울특별시 금천구 서부샛길 606,서울특별시 금천구 가산동 543-1,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,20221116
더클락 창업센터 가산점 2인실,서울특별시,금천구,가산동,,543-1 번지,서부샛길,606 번,37.4799535,126.8770082,08504,서울특별시 금천구 서부샛길 606,서울특별시 금천구 가산동 543-1,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,20221116
독립 1인실,경기도,군포시,금정동,,874-2 번지,번영로,508 번,37.35792319,126.9338924,15862,경기도 군포시 번영로 508,경기도 군포시 금정동 874-2,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,20221116
독립 2인실,경기도,군포시,금정동,,874-2 번지,번영로,508 번,37.35792319,126.9338924,15862,경기도 군포시 번영로 508,경기도 군포시 금정동 874-2,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,20221116
독립 3인실,경기도,군포시,금정동,,874-2 번지,번영로,508 번,37.35792319,126.9338924,15862,경기도 군포시 번영로 508,경기도 군포시 금정동 874-2,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,20221116
독립오피스3인실 구로소호114,서울특별시,구로구,구로동,,197-28 번지,디지털로31길,41 번,37.4851718,126.8927513,08375,서울특별시 구로구 디지털로31길 41,서울특별시 구로구 구로동 197-28,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,20221116
독산역2번출구(주)인터클러스터,서울특별시,금천구,가산동,,660 번지,가산디지털1로,30 번,37.46880404,126.8874958,08591,서울특별시 금천구 가산디지털1로 30,서울특별시 금천구 가산동 660,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
"두드림 독립오피스, 오픈데스크",서울특별시,강서구,마곡동,,794-1 번지,강서로,385 번,37.56009264,126.8383041,07803,서울특별시 강서구 강서로 385,서울특별시 강서구 마곡동 794-1,,일,독립오피스,10,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,휴무일,휴무일,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,20221116
"두드림공유오피스 1인사무실, 비상",서울특별시,강서구,마곡동,,794-1 번지,강서로,385 번,37.56009264,126.8383041,07803,서울특별시 강서구 강서로 385,서울특별시 강서구 마곡동 794-1,,월,독립오피스,10,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,20221116
"드림빅 공유오피스, 비상주오피스",서울특별시,서초구,우면동,,67 번지,바우뫼로,31 번,37.47102789,127.0259819,06762,서울특별시 서초구 바우뫼로 31,서울특별시 서초구 우면동 67,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,20221116
드림큐브 원데이오피스 1인실,서울특별시,마포구,상암동,,1601 번지,월드컵북로,402 번,37.58010775,126.8889823,03925,서울특별시 마포구 월드컵북로 402,서울특별시 마포구 상암동 1601,,일,독립오피스,1,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,휴무일,휴무일,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,20221116
드림하이비즈센터,서울특별시,마포구,합정동,,362-8 번지,독막로6길,9 번,37.54757554,126.9176507,04072,서울특별시 마포구 독막로6길 9,서울특별시 마포구 합정동 362-8,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
디오피스 스마트 1인실,경기도,고양시 일산동구,장항동,,863 번지,정발산로,19 번,37.65672914,126.7706231,10402,경기도 고양시 일산동구 정발산로 19,경기도 고양시 일산동구 장항동 863,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,20221116
디오피스 프라임 2인실,경기도,고양시 일산동구,장항동,,863 번지,정발산로,19 번,37.65672914,126.7706231,10402,경기도 고양시 일산동구 정발산로 19,경기도 고양시 일산동구 장항동 863,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,20221116
디오피스 프라임 3인실,경기도,고양시 일산동구,장항동,,863 번지,정발산로,19 번,37.65672914,126.7706231,10402,경기도 고양시 일산동구 정발산로 19,경기도 고양시 일산동구 장항동 863,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,20221116
디오피스 프라임 4인실,경기도,고양시 일산동구,장항동,,863 번지,정발산로,19 번,37.65672914,126.7706231,10402,경기도 고양시 일산동구 정발산로 19,경기도 고양시 일산동구 장항동 863,,월,독립오피스,4,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,20221116
디자인픽스 오피스쉐어(2인실),서울특별시,성동구,마장동,,791-9 번지,마장로,296 번,37.56570224,127.0427574,04758,서울특별시 성동구 마장로 296,서울특별시 성동구 마장동 791-9,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,N,20221116
라브레 쇼핑몰 사무실 및 작업실,서울특별시,노원구,공릉동,,494-15 번지,동일로,1053 번,37.62402452,127.073158,01857,서울특별시 노원구 동일로 1053,서울특별시 노원구 공릉동 494-15,,월,독립오피스,2,18:30 ~ 24:00,18:30 ~ 24:00,18:30 ~ 24:00,18:30 ~ 24:00,18:30 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,Y,N,Y,20221116
라움교육컨설팅,경기도,고양시 덕양구,화정동,,979 번지,화신로260번길,37 번,37.63248628,126.8325311,10500,경기도 고양시 덕양구 화신로260번길 37,경기도 고양시 덕양구 화정동 979,,일,독립오피스,6,10:00 ~ 21:30,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,휴무일,휴무일,Y,N,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
런치스페이스 마포공덕 독립오피스,서울특별시,마포구,공덕동,,249-16 번지,마포대로10길,12 번,37.54704769,126.9542919,04211,서울특별시 마포구 마포대로10길 12,서울특별시 마포구 공덕동 249-16,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,휴무일,휴무일,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,N,20221116
로컬하이브 성수비상주사무실,서울특별시,성동구,성수1가1동,,72-87 번지,뚝섬로3길,11-5 번,37.54117923,127.0492511,04780,서울특별시 성동구 뚝섬로3길 11-5,서울특별시 성동구 성수동1가 72-87,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,20221116
로하스비즈니스센터,서울특별시,은평구,녹번동,,183 번지,서오릉로2길,10 번,37.60220035,126.9276026,03384,서울특별시 은평구 서오릉로2길 10,서울특별시 은평구 녹번동 183,,월,독립오피스,5,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
르호봇 프라임 서초 센터 1인실,서울특별시,서초구,서초동,,1553-1 번지,서초대로,248 번,37.49187553,127.0088203,06647,서울특별시 서초구 서초대로 248,서울특별시 서초구 서초동 1553-1,,월,독립오피스,1,7:00 ~ 23:00,7:00 ~ 23:00,7:00 ~ 23:00,7:00 ~ 23:00,7:00 ~ 23:00,7:00 ~ 23:00,7:00 ~ 23:00,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,20221116
르호봇 프라임 서초 센터 2인실,서울특별시,서초구,서초동,,1553-1 번지,서초대로,248 번,37.49187553,127.0088203,06647,서울특별시 서초구 서초대로 248,서울특별시 서초구 서초동 1553-1,,월,독립오피스,2,7:00 ~ 23:00,7:00 ~ 23:00,7:00 ~ 23:00,7:00 ~ 23:00,7:00 ~ 23:00,7:00 ~ 23:00,7:00 ~ 23:00,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,20221116
르호봇 프라임 서초 센터 4인실,서울특별시,서초구,서초동,,1553-1 번지,서초대로,248 번,37.49187553,127.0088203,06647,서울특별시 서초구 서초대로 248,서울특별시 서초구 서초동 1553-1,,월,독립오피스,4,7:00 ~ 23:00,7:00 ~ 23:00,7:00 ~ 23:00,7:00 ~ 23:00,7:00 ~ 23:00,7:00 ~ 23:00,7:00 ~ 23:00,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,20221116
리더스벨리비즈센터 1인실 독립룸,경기도,수원시 영통구,원천동,,471 번지,중부대로448번길,97 번,37.26650542,127.0594288,16521,경기도 수원시 영통구 중부대로448번길 97,경기도 수원시 영통구 원천동 471,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,20221116
리더스벨리비즈센터 2인실 독립룸,경기도,수원시 영통구,원천동,,471 번지,중부대로448번길,97 번,37.26650542,127.0594288,16521,경기도 수원시 영통구 중부대로448번길 97,경기도 수원시 영통구 원천동 471,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,20221116
리더스벨리비즈센터 3인실 독립룸,경기도,수원시 영통구,원천동,,471 번지,중부대로448번길,97 번,37.26650542,127.0594288,16521,경기도 수원시 영통구 중부대로448번길 97,경기도 수원시 영통구 원천동 471,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,20221116
리더스벨리비즈센터 4인실 독립룸,경기도,수원시 영통구,원천동,,471 번지,중부대로448번길,97 번,37.26650542,127.0594288,16521,경기도 수원시 영통구 중부대로448번길 97,경기도 수원시 영통구 원천동 471,,월,독립오피스,5,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,20221116
리더스비즈 개별실,대구광역시,달서구,이곡동,,1202-17 번지,이곡서로,36 번,35.85438239,128.5030351,42612,대구광역시 달서구 이곡서로 36,대구광역시 달서구 이곡동 1202-17,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,20221116
리치앤워크 공유오피스 독립 3인실,서울특별시,금천구,가산동,,481-4 번지,가산디지털1로,219 번,37.48443487,126.8790435,08501,서울특별시 금천구 가산디지털1로 219,서울특별시 금천구 가산동 481-4,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,N,20221116
마곡 H비즈니스센터 2인실,서울특별시,강서구,마곡동,,774-8 번지,마곡중앙6로,40 번,37.56013299,126.8315319,07802,서울특별시 강서구 마곡중앙6로 40,서울특별시 강서구 마곡동 774-8,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
마곡 H비즈니스센터 3인실,서울특별시,강서구,마곡동,,774-8 번지,마곡중앙6로,40 번,37.56013299,126.8315319,07802,서울특별시 강서구 마곡중앙6로 40,서울특별시 강서구 마곡동 774-8,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
마곡 H비즈니스센터 5인실,서울특별시,강서구,마곡동,,774-8 번지,마곡중앙6로,40 번,37.56013299,126.8315319,07802,서울특별시 강서구 마곡중앙6로 40,서울특별시 강서구 마곡동 774-8,,월,독립오피스,5,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
